RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV,INDE 2023,Nome Anonimizado,Data de Nasc,Idade,Pedra 22,Pedra 23,INDE 22,IPP,Mat,Por,Ing,Fase Ideal,Destaque IPV.1,INDE 23,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,Pedra_Ordem,EM_RISCO
RA-1008,0,ALFA V - G0/G1,,,,Masculino,2023,Pública,,,TOPAZIO,8.13595,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.0,8.6,7.52,,8.4,,,,,7.5,10.0,,0,,,,2023,,"8,13595",Aluno-1008,5/22/2015,8,,,,5.9375,"7,5","9,2",,ALFA (1° e 2° ano),,,,,,,,TOPAZIO,0
RA-729,0,ALFA V - G0/G1,,,,Feminino,2022,Pública,,,AMETISTA,7.26545,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,8.0,9.1,3.77,,8.6,,,,,7.01,5.0,,-1,,,,2023,,"7,26545",Aluno-729,3/9/2014,1/8/1900,Topázio,,"8,155",6.5625,"8,2","8,9",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-1009,0,ALFA Y - G0/G1,,,,Masculino,2023,Pública,,,AMETISTA,7.245,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,0.0,9.0,3.77,,8.8,,,,,7.84,10.0,,0,,,,2023,,"7,245",Aluno-1009,3/27/2015,8,,,,7.5,"8,3","9,2",,ALFA (1° e 2° ano),,,,,,,,AMETISTA,0
RA-1010,0,ALFA Y - G0/G1,,,,Masculino,2023,Pública,,,TOPAZIO,8.70645,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.5,10.0,3.77,,9.4,,,,,8.59,10.0,,0,,,,2023,,"8,70645",Aluno-1010,1/14/2015,8,,,,7.8125,"9,0","9,8",,ALFA (1° e 2° ano),,,,,,,,TOPAZIO,0
RA-1011,0,ALFA Y - G0/G1,,,,Masculino,2023,Pública,,,AMETISTA,7.33095,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.5,8.6,3.77,,5.2,,,,,7.675,10.0,,0,,,,2023,,"7,33095",Aluno-1011,3/11/2015,1/6/1900,,,,7.1875,"5,5","4,8",,ALFA (1° e 2° ano),,,,,,,,AMETISTA,0
RA-1012,0,ALFA Y - G0/G1,,,,Feminino,2023,Pública,,,AMETISTA,7.96495,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,10.0,9.9,3.77,,6.6,,,,,7.845,10.0,,0,,,,2023,,"7,96495",Aluno-1012,5/18/2015,8,,,,7.1875,"7,0","6,2",,ALFA (1° e 2° ano),,,,,,,,AMETISTA,0
RA-1013,0,ALFA Y - G0/G1,,,,Masculino,2023,Pública,,,AMETISTA,7.6237,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.0,9.6,4.39,,8.3,,,,,5.76,10.0,,0,,,,2023,,"7,6237",Aluno-1013,12/25/2015,7,,,,5.625,"7,0","9,5",,ALFA (1° e 2° ano),,,,,,,,AMETISTA,0
RA-1014,0,ALFA Y - G0/G1,,,,Feminino,2023,Pública,,,TOPAZIO,8.2582,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.0,9.7,3.77,,8.2,,,,,8.255,10.0,,0,,,,2023,,"8,2582",Aluno-1014,5/2/2016,1/6/1900,,,,7.5,"7,7","8,7",,ALFA (1° e 2° ano),,,,,,,,TOPAZIO,0
RA-1015,1,1A,,,,Feminino,2023,Pública,,,AMETISTA,7.538908333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,9.3,6.27,,6.3,,,,,7.786666667,5.0,,-1,,,,2023,,"7,538908333",Aluno-1015,6/24/2013,10,,,,7.34375,"5,0","7,6",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-734,1,1A,,,,Feminino,2022,Pública,,,AMETISTA,7.305908333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.0,7.52,,6.9,,,,,7.446666667,5.0,,-1,,,,2023,,"7,305908333",Aluno-734,10/14/2012,11,Ágata,,"6,952",7.34375,"6,8","7,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-687,1,1A,,,,Masculino,2022,Pública,,,AMETISTA,7.617533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,9.0,7.52,,6.9,,,,,8.226666667,5.0,,-1,,,,2023,,"7,617533333",Aluno-687,1/26/2013,10,Ametista,,"7,703",7.5,"6,7","7,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1016,1,1A,,,,Feminino,2023,Pública,,,AMETISTA,7.762575,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,9.5,7.52,,6.7,,,,,7.73,5.0,,-1,,,,2023,,"7,762575",Aluno-1016,3/14/2013,10,,,,7.34375,"5,8","7,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1017,1,1A,,,,Masculino,2023,Pública,,,AGATA,6.505333333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,8.0,5.02,,7.7,,,,,8.116666667,5.0,,-1,,,,2023,,"6,505333333",Aluno-1017,1/10/2012,1/10/1900,,,,7.5,"7,0","8,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-688,1,1A,,,,Masculino,2022,Pública,,,TOPAZIO,8.0442,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.3,7.52,,8.6,,,,,8.06,5.0,,-1,,,,2023,,"8,0442",Aluno-688,8/20/2013,10,Ametista,,"7,771",7.5,"8,2","9,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-1018,1,1A,,,,Masculino,2023,Pública,,,AGATA,6.824,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,5.02,,6.3,,,,,8.06,10.0,,0,,,,2023,,"6,824",Aluno-1018,10/12/2013,1/8/1900,,,,7.5,"5,8","6,8",,Fase 1 (3° e 4° ano),,,,,,,,AGATA,0
RA-696,1,1A,,,,Feminino,2021,Pública,,Ametista,AMETISTA,7.172666667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,9.4,5.02,,6.7,,,,,8.503333333,10.0,,0,,,,2023,,"7,172666667",Aluno-696,5/12/2013,1/8/1900,Ametista,,"7,441",7.5,"5,2","8,2",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-1019,1,1A,,,,Feminino,2023,Pública,,,AMETISTA,7.177033333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.5,9.1,5.02,,4.3,,,,,7.836666667,10.0,,1,,,,2023,,"7,177033333",Aluno-1019,3/23/2015,8,,,,6.875,"0,5","8,0",,ALFA (1° e 2° ano),,,,,,,,AMETISTA,1
RA-514,1,1A,,,,Feminino,2022,Pública,,,QUARTZO,5.823133333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.9,7.5,2.52,,5.5,,,,,5.896666667,5.0,,-1,,,,2023,,"5,823133333",Aluno-514,5/5/2013,1/9/1900,Ametista,,"7,039",5.0,"4,2","6,8",,Fase 2 (5° e 6° ano),,,,,,,,QUARTZO,1
RA-1020,1,1A,,,,Feminino,2023,Pública,,,AMETISTA,7.612283333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,9.1,2.52,,6.1,,,,,8.056666667,10.0,,0,,,,2023,,"7,612283333",Aluno-1020,7/25/2014,9,,,,7.1875,"4,3","7,8",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-1021,1,1A,,,,Masculino,2023,Pública,,,AGATA,6.964616667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,9.2,3.77,,3.3,,,,,7.893333333,10.0,,0,,,,2023,,"6,964616667",Aluno-1021,10/3/2014,1/8/1900,,,,7.1875,"2,5","4,0",,Fase 1 (3° e 4° ano),,,,,,,,AGATA,0
RA-1022,1,1A,,,,Masculino,2023,Pública,,,AMETISTA,7.164616667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.5,3.77,,4.7,,,,,7.893333333,10.0,,0,,,,2023,,"7,164616667",Aluno-1022,2/25/2014,9,,,,7.1875,"4,7","4,7",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-1023,1,1A,,,,Feminino,2023,Pública,,,TOPAZIO,9.1342,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,10.0,6.27,,9.1,,,,,9.06,10.0,,0,,,,2023,,"9,1342",Aluno-1023,6/5/2014,1/8/1900,,,,8.75,"8,5","9,7",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-699,1,1A,,,,Masculino,2022,Pública,,,AGATA,6.389991667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.3,3.77,,6.0,,,,,6.173333333,5.0,,-1,,,,2023,,"6,389991667",Aluno-699,7/13/2013,10,Ágata,,"6,658",5.78125,"5,7","6,2",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-480,1,1B,,,,Feminino,2021,Pública,,Ametista,TOPAZIO,8.226408333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,9.7,7.52,,7.9,,,,,8.336666667,5.0,,-1,,,,2023,,"8,226408333",Aluno-480,10/20/2012,11,Ametista,,"7,502",7.96875,"7,2","8,5",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-678,1,1B,,,,Masculino,2022,Pública,,,AMETISTA,7.570158333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,8.8,6.27,,7.3,,,,,8.336666667,5.0,,-1,,,,2023,,"7,570158333",Aluno-678,3/20/2013,10,Ametista,,"8,000",7.65625,"6,8","7,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1024,1,1B,,,,Feminino,2023,Pública,,,AMETISTA,7.788875,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,10.0,6.27,,9.8,,,,,8.95,5.0,,-1,,,,2023,,"7,788875",Aluno-1024,5/17/2013,10,,,,9.21875,"10,0","9,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-502,1,1B,,,,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,TOPAZIO,8.749075,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,,8.0,,,,,8.95,10.0,,0,,,,2023,,"8,749075",Aluno-502,5/24/2014,9,Topázio,,"8,287",7.96875,"6,7","9,3",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-1025,1,1B,,,,Masculino,2023,Pública,,,TOPAZIO,8.215158333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,8.9,7.52,,7.5,,,,,7.836666667,10.0,,0,,,,2023,,"8,215158333",Aluno-1025,12/18/2013,9,,,,7.65625,"7,5","7,5",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-680,1,1B,,,,Feminino,2019,Pública,Ametista,Ametista,AGATA,6.5855,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.1,7.52,,6.4,,,,,7.78,5.0,,-1,,,,2023,,"6,5855",Aluno-680,5/2/2012,1/10/1900,Ametista,,"7,518",6.875,"5,2","7,5",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-1026,1,1B,,,,Feminino,2023,Pública,,,AGATA,6.494825,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,,3.2,,,,,7.06,2.5,,-3,,,,2023,,"6,494825",Aluno-1026,11/6/2009,1/13/1900,,,,6.40625,"2,3","4,0",,Fase 4 (9° ano),,,,,,,,AGATA,0
RA-698,1,1B,,,,Masculino,2021,Pública,,Ametista,AMETISTA,7.553616667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.9,2.52,,5.7,,,,,8.113333333,10.0,,0,,,,2023,,"7,553616667",Aluno-698,12/20/2013,9,Ametista,,"7,440",7.1875,"4,3","7,0",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-533,1,1B,,,,Masculino,2022,Pública,,,AMETISTA,7.434866667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.3,7.52,,5.8,,,,,7.613333333,5.0,,-1,,,,2023,,"7,434866667",Aluno-533,10/3/2012,1/10/1900,Ágata,,"6,962",7.5,"4,8","6,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-504,1,1B,,,,Feminino,2021,Pública,,Topázio,TOPAZIO,8.299533333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,8.3,7.52,,7.9,,,,,8.836666667,10.0,,0,,,,2023,,"8,299533333",Aluno-504,11/18/2013,9,Topázio,,"8,072",7.5,"6,5","9,2",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-1027,1,1B,,,,Feminino,2023,Pública,,,AMETISTA,7.748866667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.7,7.52,,6.0,,,,,8.333333333,5.0,,-1,,,,2023,,"7,748866667",Aluno-1027,4/25/2013,10,,,,7.5,"4,2","7,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-529,1,1B,,,,Masculino,2020,Pública,Ágata,Ametista,AMETISTA,7.278991667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.6,7.52,,6.8,,,,,6.893333333,5.0,,-2,,,,2023,,"7,278991667",Aluno-529,1/7/2010,1/12/1900,Ágata,,"6,510",5.78125,"4,8","8,7",,Fase 3 (7° e 8° ano),,,,,,,,AMETISTA,0
RA-1028,1,1B,,,,Masculino,2023,Pública,,,AGATA,6.415708333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.2,7.52,,5.0,,,,,7.946666667,5.0,,-1,,,,2023,,"6,415708333",Aluno-1028,2/17/2012,11,,,,7.34375,"5,0","5,0",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-686,1,1C,,,,Feminino,2022,Pública,,,AMETISTA,7.9642,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.0,7.52,,8.0,,,,,8.56,5.0,,-1,,,,2023,,"7,9642",Aluno-686,4/19/2013,10,Ametista,,"7,729",7.5,"7,3","8,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1029,1,1C,,,,Feminino,2023,Pública,,,AMETISTA,7.058533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,6.3,3.77,,5.4,,,,,8.006666667,10.0,,0,,,,2023,,"7,058533333",Aluno-1029,2/22/2014,9,,,,7.5,"3,5","7,2",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-1030,1,1C,,,,Masculino,2023,Pública,,,AMETISTA,7.4027,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.7,3.77,,6.9,,,,,8.39,5.0,,-1,,,,2023,,"7,4027",Aluno-1030,10/8/2012,1/10/1900,,,,6.875,"6,2","7,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-522,1,1C,,,,Masculino,2021,Pública,,Topázio,AMETISTA,7.890533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.5,9.2,7.52,,8.3,,,,,8.45,5.0,,-1,,,,2023,,"7,890533333",Aluno-522,8/1/2013,1/9/1900,Topázio,,"8,306",7.083333333,"8,3","8,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-501,1,1C,,,,Masculino,2021,Pública,,Topázio,TOPAZIO,8.1357,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.0,8.4,7.52,,8.9,,,,,9.396666667,5.0,,-1,,,,2023,,"8,1357",Aluno-501,10/20/2013,10,Ametista,,"7,794",8.541666667,"9,2","8,5",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-692,1,1C,,,,Feminino,2021,Privada,,Ametista,AGATA,6.588466667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.4,7.7,7.52,,4.6,,,,,7.39,5.0,,-1,,,,2023,,"6,588466667",Aluno-692,2/26/2013,10,Ametista,,"7,569",6.666666667,"2,8","6,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-527,1,1C,,,,Feminino,2022,Pública,,,AMETISTA,7.5682,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,9.0,9.1,7.52,,6.5,,,,,7.78,5.0,,-1,,,,2023,,"7,5682",Aluno-527,3/2/2013,1/9/1900,Ametista,,"8,025",7.5,"5,7","7,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1031,1,1D,,,,Masculino,2023,Pública,,,AMETISTA,7.0602,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,8.8,7.52,,5.9,,,,,7.006666667,5.0,,-1,,,,2023,,"7,0602",Aluno-1031,3/13/2013,10,,,,6.666666667,"4,8","7,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1032,1,1D,,,,Masculino,2023,Pública,,,AMETISTA,7.434033333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,7.52,,6.0,,,,,7.563333333,5.0,,-1,,,,2023,,"7,434033333",Aluno-1032,5/6/2013,1/9/1900,,,,7.291666667,"5,7","6,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1033,1,1D,,,,Feminino,2023,Pública,,,TOPAZIO,8.126033333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,9.0,8.9,7.52,,7.9,,,,,9.006666667,5.0,,-1,,,,2023,,"8,126033333",Aluno-1033,9/4/2012,1/10/1900,,,,8.125,"7,0","8,8",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-1034,1,1D,,,,Masculino,2023,Pública,,,AMETISTA,7.9642,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.5,9.0,7.52,,8.3,,,,,8.393333333,5.0,,-1,,,,2023,,"7,9642",Aluno-1034,4/15/2013,10,,,,8.333333333,"7,8","8,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1035,1,1D,,,,Masculino,2023,Pública,,,AGATA,6.888833333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,8.3,7.52,,5.8,,,,,7.78,10.0,,0,,,,2023,,"6,888833333",Aluno-1035,1/31/2014,9,,,,7.708333333,"4,0","7,5",,Fase 1 (3° e 4° ano),,,,,,,,AGATA,0
RA-730,1,1F,,,,Feminino,2021,Privada,,Ametista,AMETISTA,7.979325,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.7,5.02,,7.8,,,,,8.67,5.0,,-1,,,,2023,,"7,979325",Aluno-730,12/17/2012,10,Ametista,,"7,902",9.53125,"7,8","7,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-855,1,1F,,,,Feminino,2022,Pública,,,TOPAZIO,8.62995,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,7.52,,6.8,,,,,8.67,10.0,,0,,,,2023,,"8,62995",Aluno-855,11/23/2013,9,Topázio,,"8,453",8.4375,"5,2","8,3",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-820,1,1F,,,,Masculino,2022,Pública,,,AMETISTA,7.85605,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,7.4,7.52,,8.9,,,,,8.28,5.0,,-1,,,,2023,,"7,85605",Aluno-820,8/26/2013,10,Ametista,,"7,417",9.0625,"9,2","8,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-738,1,1F,,,,Feminino,2022,Pública,,,TOPAZIO,8.123283333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.3,7.52,,6.0,,,,,8.336666667,10.0,,0,,,,2023,,"8,123283333",Aluno-738,5/2/2014,1/8/1900,Ametista,,"7,227",8.4375,"4,2","7,8",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-1036,1,1F,,,,Feminino,2023,Pública,,,AGATA,6.970583333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.6,3.77,,8.0,,,,,8.336666667,5.0,,-1,,,,2023,,"6,970583333",Aluno-1036,7/18/2012,11,,,,9.0625,"9,0","7,0",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-1037,1,1F,,,,Masculino,2023,Pública,,,AMETISTA,7.655575,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.4,7.52,,6.7,,,,,8.17,5.0,,-1,,,,2023,,"7,655575",Aluno-1037,11/19/2012,10,,,,8.59375,"5,0","8,3",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-576,1,1F,,,,Feminino,2022,Pública,,,AMETISTA,7.984741667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.3,5.02,,8.0,,,,,8.503333333,5.0,,-1,,,,2023,,"7,984741667",Aluno-576,8/23/2012,11,Ametista,,"7,590",9.21875,"6,5","9,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1038,1,1F,,,,Feminino,2023,Privada,,,AMETISTA,7.736825,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.3,7.52,,6.5,,,,,8.17,5.0,,-1,,,,2023,,"7,736825",Aluno-1038,7/21/2013,10,,,,8.90625,"7,5","5,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1039,1,1F,,,,Masculino,2023,Pública,,,AMETISTA,7.686033333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.9,7.52,,6.2,,,,,8.056666667,5.0,,-2,,,,2023,,"7,686033333",Aluno-1039,5/8/2011,1/11/1900,,,,8.125,"6,0","6,3",,Fase 3 (7° e 8° ano),,,,,,,,AMETISTA,0
RA-1040,1,1F,,,,Masculino,2023,Pública,,,AMETISTA,7.81545,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.3,7.52,,6.6,,,,,8.06,5.0,,-1,,,,2023,,"7,81545",Aluno-1040,6/12/2011,1/10/1900,,,,7.8125,"5,8","7,3",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1041,1,1F,,,,Feminino,2023,Pública,,,AGATA,6.724116667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,7.2,7.52,,3.3,,,,,8.003333333,5.0,,-1,,,,2023,,"6,724116667",Aluno-1041,4/20/2013,10,,,,7.8125,"1,8","4,7",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-733,1,1G,,,,Feminino,2022,Pública,,,TOPAZIO,8.3342,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,8.7,7.52,,6.2,,,,,8.893333333,10.0,,0,,,,2023,,"8,3342",Aluno-733,12/19/2013,9,Ágata,,"6,684",8.333333333,"4,3","8,0",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-837,1,1G,,,,Masculino,2022,Pública,,,TOPAZIO,8.2712,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.3,7.52,,7.0,,,,,7.836666667,10.0,,0,,,,2023,,"8,2712",Aluno-837,7/4/2014,1/8/1900,Topázio,,"8,207",7.916666667,"6,3","7,7",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-519,1,1G,,,,Masculino,2022,Pública,,,TOPAZIO,8.0177,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.9,7.52,,7.4,,,,,8.223333333,5.0,,-1,,,,2023,,"8,0177",Aluno-519,5/19/2013,10,Ametista,,"8,000",7.708333333,"7,5","7,2",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-521,1,1G,,,,Masculino,2022,Pública,,,AGATA,6.768666667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.9,3.77,,7.9,,,,,8.166666667,5.0,,-1,,,,2023,,"6,768666667",Aluno-521,12/3/2013,1/9/1900,Ametista,,"7,725",7.083333333,"7,0","8,7",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-1042,1,1G,,,,Masculino,2023,Pública,,,QUARTZO,5.331166667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,6.5,3.77,,4.3,,,,,7.666666667,5.0,,-1,,,,2023,,"5,331166667",Aluno-1042,5/7/2013,1/9/1900,,,,7.708333333,"4,0","4,5",,Fase 2 (5° e 6° ano),,,,,,,,QUARTZO,1
RA-713,1,1G,,,,Masculino,2021,Pública,,Ametista,AMETISTA,7.408033333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.6,3.77,,7.5,,,,,8.166666667,5.0,,-1,,,,2023,,"7,408033333",Aluno-713,2/26/2013,10,Ametista,,"7,420",6.875,"6,7","8,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-736,1,1G,,,,Masculino,2022,Pública,,,AMETISTA,7.600033333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,6.27,,6.7,,,,,8.11,5.0,,-1,,,,2023,,"7,600033333",Aluno-736,11/19/2012,10,Ágata,,"6,707",7.708333333,"4,8","8,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1043,1,1G,,,,Masculino,2023,Pública,,,AGATA,6.5447,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,7.9,6.27,,2.5,,,,,7.833333333,5.0,,-1,,,,2023,,"6,5447",Aluno-1043,6/29/2013,10,,,,7.708333333,"2,0","3,0",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-716,1,1G,,,,Masculino,2022,Pública,,,AGATA,6.813366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,8.7,3.77,,5.6,,,,,7.443333333,5.0,,-1,,,,2023,,"6,813366667",Aluno-716,3/23/2013,10,Ágata,,"6,525",6.875,"5,0","6,2",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-1044,1,1G,,,,Feminino,2023,Pública,,,AMETISTA,7.629533333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.7,7.52,,6.1,,,,,8.336666667,5.0,,-1,,,,2023,,"7,629533333",Aluno-1044,4/24/2013,10,,,,7.5,"4,5","7,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
